Transaction Date,Month,Buyer First Name,Buyer Last Name,Full Name,Buyer Location,Buyer Date of Birth,Age,Age Category,Payment Method,Quantity Purchased,Product Code,Biscuit Brand,Cost,Unit Price,Revenue,Total Cost of Goods,Profit,Product Price Category,Sales Representative,Gender
2024-04-01,Apr,Steven,Christian,Steven Christian,San Jose,1963-03-11,62,50-70,Mobile Payment,480,Pro02,Caramel Biscuits,18,22,10560,8640,1920,High Price,Tracy Lee,Male
2024-04-18,Apr,Raymond,Zhang,Raymond Zhang,Houston,1945-04-29,80,70above,Credit Card,223,Pro07,Oatmeal Cookies,19,23,5129,4237,892,High Price,Sara Robertson,Male
2024-01-02,Jan,David,Woods,David Woods,San Diego,1944-04-27,81,70above,Debit Card,293,Pro10,Vanilla Wafers,18,36,10548,5274,5274,High Price,Travis Doyle,Male
2024-04-21,Apr,Bradley,Goodman,Bradley Goodman,Houston,1950-07-20,75,70above,Mobile Payment,233,Pro06,Lemon Crisps,7,9,2097,1631,466,Low Price,Joseph Hill,Male
2024-04-11,Apr,Chris,Collins,Chris Collins,New York,1966-06-19,59,50-70,Credit Card,299,Pro09,Shortbread,10,45,13455,2990,10465,High Price,Joseph Hill,Male
2024-07-12,Jul,Christina,Morris,Christina Morris,Phoenix,1945-03-10,80,70above,Cash,463,Pro06,Lemon Crisps,7,9,4167,3241,926,Low Price,April Watkins,Male
2024-04-15,Apr,Jose,Anderson,Jose Anderson,San Jose,1987-11-12,37,31-50,Credit Card,48,Pro10,Vanilla Wafers,18,36,1728,864,864,High Price,Travis Doyle,Male
2024-05-11,May,Charles,Davis,Charles Davis,New York,1965-12-17,59,50-70,Mobile Payment,171,Pro04,Cinnamon Swirls,10,14,2394,1710,684,High Price,Tracy Lee,Male
2024-06-07,Jun,Amy,Graham,Amy Graham,San Diego,1963-03-24,62,50-70,Cash,40,Pro01,Butter Crunch,10,11,440,400,40,High Price,Sara Robertson,Male
2024-06-28,Jun,Justin,Tran,Justin Tran,Chicago,1993-05-19,32,31-50,Mobile Payment,192,Pro07,Oatmeal Cookies,19,23,4416,3648,768,High Price,Travis Doyle,Male
2024-05-05,May,Thomas,Rodriguez,Thomas Rodriguez,San Antonio,1973-07-05,52,50-70,Mobile Payment,423,Pro01,Butter Crunch,10,11,4653,4230,423,High Price,Joseph Hill,Male
2024-05-22,May,Rita,Evans,Rita Evans,Chicago,1952-03-19,73,70above,Cash,246,Pro03,Choco Delight,3,5,1230,738,492,Low Price,Tracy Lee,Male
2024-03-19,Mar,Kara,Mendoza,Kara Mendoza,Philadelphia,2004-12-03,20,11-30,Debit Card,266,Pro05,Ginger Snaps,14,28,7448,3724,3724,High Price,Sara Robertson,Male
2024-02-20,Feb,Linda,Obrien,Linda Obrien,Phoenix,1987-09-13,37,31-50,Debit Card,75,Pro10,Vanilla Wafers,18,36,2700,1350,1350,High Price,Travis Doyle,Female
2024-06-23,Jun,Christine,Mason,Christine Mason,Phoenix,1943-11-29,81,70above,Credit Card,346,Pro06,Lemon Crisps,7,9,3114,2422,692,Low Price,Joseph Hill,Male
2024-03-01,Mar,Daniel,Ramirez,Daniel Ramirez,Houston,2002-08-29,23,11-30,Debit Card,155,Pro04,Cinnamon Swirls,10,14,2170,1550,620,High Price,Joseph Hill,Male
2024-04-13,Apr,Paula,Ryan,Paula Ryan,San Diego,1983-01-27,42,31-50,Mobile Payment,258,Pro08,Peanut Butter Bites,5,7,1806,1290,516,Low Price,April Watkins,Male
2024-01-06,Jan,Stacy,Barber,Stacy Barber,Dallas,1986-10-23,38,31-50,Credit Card,23,Pro08,Peanut Butter Bites,5,7,161,115,46,Low Price,Travis Doyle,Male
2024-01-15,Jan,Bradley,Nixon,Bradley Nixon,Houston,1980-04-14,45,31-50,Debit Card,303,Pro10,Vanilla Wafers,18,36,10908,5454,5454,High Price,Tracy Lee,Male
2024-04-18,Apr,Harold,Green,Harold Green,San Diego,1993-09-04,32,31-50,Debit Card,367,Pro05,Ginger Snaps,14,28,10276,5138,5138,High Price,Sara Robertson,Male
2024-03-12,Mar,Victor,Lynch,Victor Lynch,New York,1978-09-26,46,31-50,Credit Card,349,Pro08,Peanut Butter Bites,5,7,2443,1745,698,Low Price,Travis Doyle,Male
2024-03-23,Mar,David,Miller,David Miller,San Diego,1983-05-06,42,31-50,Cash,135,Pro06,Lemon Crisps,7,9,1215,945,270,Low Price,Joseph Hill,Male
2024-03-10,Mar,Mark,Marquez,Mark Marquez,Chicago,1956-09-19,68,50-70,Mobile Payment,488,Pro02,Caramel Biscuits,18,22,10736,8784,1952,High Price,Tracy Lee,Male
2024-07-03,Jul,Michael,Anderson,Michael Anderson,Philadelphia,1945-03-10,80,70above,Mobile Payment,127,Pro06,Lemon Crisps,7,9,1143,889,254,Low Price,Sara Robertson,Male
2024-01-11,Jan,Timothy,Ramirez,Timothy Ramirez,Houston,1985-08-05,40,31-50,Mobile Payment,273,Pro03,Choco Delight,3,5,1365,819,546,Low Price,Travis Doyle,Male
2024-02-21,Feb,Kenneth,Foster,Kenneth Foster,San Antonio,1945-11-27,79,70above,Credit Card,401,Pro04,Cinnamon Swirls,10,14,5614,4010,1604,High Price,Joseph Hill,Male
2024-02-21,Feb,Allison,Garcia,Allison Garcia,San Antonio,1980-11-07,44,31-50,Debit Card,235,Pro09,Shortbread,10,45,10575,2350,8225,High Price,Joseph Hill,Male
2024-02-13,Feb,Michelle,Mcdonald,Michelle Mcdonald,Dallas,1973-10-05,51,50-70,Credit Card,249,Pro09,Shortbread,10,45,11205,2490,8715,High Price,April Watkins,Male
2024-06-18,Jun,Alexandra,Carr,Alexandra Carr,Phoenix,1985-01-16,40,31-50,Credit Card,432,Pro10,Vanilla Wafers,18,36,15552,7776,7776,High Price,Travis Doyle,Male
2024-02-05,Feb,Brandon,Johnson,Brandon Johnson,Dallas,1967-05-28,58,50-70,Debit Card,406,Pro10,Vanilla Wafers,18,36,14616,7308,7308,High Price,Tracy Lee,Male
2024-01-11,Jan,Miguel,Wilson,Miguel Wilson,Houston,1994-07-20,31,31-50,Credit Card,457,Pro01,Butter Crunch,10,11,5027,4570,457,High Price,Sara Robertson,Male
2024-01-13,Jan,Scott,Harrell,Scott Harrell,Phoenix,1976-12-01,48,31-50,Cash,150,Pro05,Ginger Snaps,14,28,4200,2100,2100,High Price,Travis Doyle,Male
2024-02-14,Feb,Alexis,Adams,Alexis Adams,San Diego,1952-01-04,73,70above,Credit Card,416,Pro10,Vanilla Wafers,18,36,14976,7488,7488,High Price,Joseph Hill,Male
2024-06-02,Jun,Kyle,Maldonado,Kyle Maldonado,Phoenix,1971-11-15,53,50-70,Mobile Payment,458,Pro08,Peanut Butter Bites,5,7,3206,2290,916,Low Price,Tracy Lee,Male
2024-05-25,May,Donna,Wheeler,Donna Wheeler,New York,1963-02-10,62,50-70,Credit Card,392,Pro09,Shortbread,10,45,17640,3920,13720,High Price,Sara Robertson,Male
2024-04-11,Apr,Kevin,Alexander,Kevin Alexander,Chicago,1959-11-18,65,50-70,Cash,424,Pro01,Butter Crunch,10,11,4664,4240,424,High Price,Travis Doyle,Male
2024-07-10,Jul,Debra,Griffith,Debra Griffith,San Diego,1963-03-02,62,50-70,Mobile Payment,103,Pro02,Caramel Biscuits,18,22,2266,1854,412,High Price,Joseph Hill,Male
2024-04-10,Apr,Beth,Hines,Beth Hines,Los Angeles,2004-01-25,21,11-30,Debit Card,147,Pro07,Oatmeal Cookies,19,23,3381,2793,588,High Price,Joseph Hill,Male
2024-01-29,Jan,Kimberly,Jackson,Kimberly Jackson,Houston,1966-02-19,59,50-70,Mobile Payment,155,Pro07,Oatmeal Cookies,19,23,3565,2945,620,High Price,April Watkins,Male
2024-04-03,Apr,Fred,Morgan,Fred Morgan,Los Angeles,1966-07-19,59,50-70,Credit Card,177,Pro10,Vanilla Wafers,18,36,6372,3186,3186,High Price,Travis Doyle,Male
2024-01-19,Jan,Caitlin,Valdez,Caitlin Valdez,San Antonio,1959-06-02,66,50-70,Credit Card,15,Pro07,Oatmeal Cookies,19,23,345,285,60,High Price,Tracy Lee,Male
2024-06-14,Jun,Carol,Harvey,Carol Harvey,Houston,1977-03-02,48,31-50,Mobile Payment,234,Pro09,Shortbread,10,45,10530,2340,8190,High Price,Sara Robertson,Male
2024-06-29,Jun,Joseph,Vaughan,Joseph Vaughan,Phoenix,1957-03-21,68,50-70,Mobile Payment,288,Pro09,Shortbread,10,45,12960,2880,10080,High Price,Travis Doyle,Male
2024-05-10,May,Jennifer,Myers,Jennifer Myers,San Diego,2001-08-14,24,11-30,Mobile Payment,48,Pro07,Oatmeal Cookies,19,23,1104,912,192,High Price,Joseph Hill,Female
2024-06-29,Jun,Janice,Vargas,Janice Vargas,San Diego,1976-08-11,49,31-50,Cash,173,Pro07,Oatmeal Cookies,19,23,3979,3287,692,High Price,Tracy Lee,Male
2024-04-05,Apr,Abigail,Lewis,Abigail Lewis,New York,1944-06-05,81,70above,Mobile Payment,45,Pro09,Shortbread,10,45,2025,450,1575,High Price,Sara Robertson,Male
2024-07-13,Jul,Ann,Ferguson,Ann Ferguson,Los Angeles,1947-02-15,78,70above,Mobile Payment,291,Pro01,Butter Crunch,10,11,3201,2910,291,High Price,Travis Doyle,Male
2024-06-16,Jun,Anna,Warren,Anna Warren,San Diego,1955-02-12,70,50-70,Credit Card,328,Pro10,Vanilla Wafers,18,36,11808,5904,5904,High Price,Joseph Hill,Male
2024-01-17,Jan,Leslie,Brooks,Leslie Brooks,Dallas,1975-07-25,50,31-50,Mobile Payment,321,Pro07,Oatmeal Cookies,19,23,7383,6099,1284,High Price,Joseph Hill,Male
2024-04-17,Apr,Tyler,Higgins,Tyler Higgins,New York,1974-10-31,50,31-50,Cash,326,Pro06,Lemon Crisps,7,9,2934,2282,652,Low Price,April Watkins,Male
2024-05-23,May,Christian,Rivera,Christian Rivera,New York,1998-05-10,27,11-30,Mobile Payment,49,Pro04,Cinnamon Swirls,10,14,686,490,196,High Price,Travis Doyle,Male
2024-04-27,Apr,Crystal,Pineda,Crystal Pineda,San Jose,1969-03-25,56,50-70,Cash,146,Pro01,Butter Crunch,10,11,1606,1460,146,High Price,Tracy Lee,Male
2024-06-23,Jun,Peter,Lewis,Peter Lewis,Chicago,1995-08-21,30,11-30,Credit Card,408,Pro07,Oatmeal Cookies,19,23,9384,7752,1632,High Price,Sara Robertson,Male
2024-05-17,May,Julie,House,Julie House,New York,1966-06-02,59,50-70,Mobile Payment,63,Pro10,Vanilla Wafers,18,36,2268,1134,1134,High Price,Travis Doyle,Male
2024-04-17,Apr,Riley,Martin,Riley Martin,San Jose,1989-05-16,36,31-50,Debit Card,205,Pro01,Butter Crunch,10,11,2255,2050,205,High Price,Joseph Hill,Male
2024-04-03,Apr,Lawrence,Watts,Lawrence Watts,Phoenix,1994-05-18,31,31-50,Cash,448,Pro04,Cinnamon Swirls,10,14,6272,4480,1792,High Price,Tracy Lee,Male
2024-06-07,Jun,Ronald,Shaw,Ronald Shaw,San Diego,1977-11-10,47,31-50,Cash,463,Pro01,Butter Crunch,10,11,5093,4630,463,High Price,Sara Robertson,Male
2024-03-07,Mar,Kim,Cummings,Kim Cummings,New York,1951-08-03,74,70above,Cash,141,Pro10,Vanilla Wafers,18,36,5076,2538,2538,High Price,Travis Doyle,Male
2024-03-25,Mar,Nancy,Johnson,Nancy Johnson,Houston,1989-01-20,36,31-50,Credit Card,492,Pro03,Choco Delight,3,5,2460,1476,984,Low Price,Joseph Hill,Male
2024-03-24,Mar,Joy,Patton,Joy Patton,Dallas,2005-09-20,19,11-30,Mobile Payment,223,Pro09,Shortbread,10,45,10035,2230,7805,High Price,Joseph Hill,Male
2024-03-15,Mar,Noah,Jones,Noah Jones,Phoenix,1966-01-20,59,50-70,Cash,36,Pro03,Choco Delight,3,5,180,108,72,Low Price,April Watkins,Male
2024-02-18,Feb,Kyle,Hines,Kyle Hines,San Jose,1953-02-19,72,70above,Debit Card,444,Pro10,Vanilla Wafers,18,36,15984,7992,7992,High Price,Travis Doyle,Male
2024-01-31,Jan,Christian,Randall,Christian Randall,Los Angeles,1954-11-22,70,50-70,Mobile Payment,452,Pro09,Shortbread,10,45,20340,4520,15820,High Price,Tracy Lee,Male
2024-03-14,Mar,Katie,Robinson,Katie Robinson,Chicago,1999-04-06,26,11-30,Credit Card,303,Pro06,Lemon Crisps,7,9,2727,2121,606,Low Price,Sara Robertson,Male
2024-03-28,Mar,Glenda,Cole,Glenda Cole,Dallas,1994-11-21,30,11-30,Debit Card,117,Pro06,Lemon Crisps,7,9,1053,819,234,Low Price,Travis Doyle,Male
2024-04-11,Apr,Raymond,Davis,Raymond Davis,Chicago,1977-09-27,47,31-50,Mobile Payment,489,Pro07,Oatmeal Cookies,19,23,11247,9291,1956,High Price,Joseph Hill,Male
2024-01-18,Jan,Alexander,Meyers,Alexander Meyers,San Jose,1965-05-17,60,50-70,Mobile Payment,463,Pro02,Caramel Biscuits,18,22,10186,8334,1852,High Price,Tracy Lee,Male
2024-03-26,Mar,Jessica,Lee,Jessica Lee,Philadelphia,1986-12-30,38,31-50,Credit Card,481,Pro09,Shortbread,10,45,21645,4810,16835,High Price,Sara Robertson,Male
2024-02-23,Feb,Haley,Wilson,Haley Wilson,Phoenix,1975-08-21,50,31-50,Credit Card,320,Pro03,Choco Delight,3,5,1600,960,640,Low Price,Travis Doyle,Male
2024-07-03,Jul,Michael,Ray,Michael Ray,San Diego,1952-09-14,72,70above,Cash,212,Pro03,Choco Delight,3,5,1060,636,424,Low Price,Joseph Hill,Male
2024-07-24,Jul,James,Woodard,James Woodard,Dallas,1961-06-18,64,50-70,Debit Card,392,Pro01,Butter Crunch,10,11,4312,3920,392,High Price,Joseph Hill,Male
2024-06-07,Jun,Stephanie,Martinez,Stephanie Martinez,Chicago,1998-06-21,27,11-30,Credit Card,372,Pro09,Shortbread,10,45,16740,3720,13020,High Price,April Watkins,Male
2024-06-16,Jun,Luke,Valentine,Luke Valentine,San Jose,1970-03-14,55,50-70,Credit Card,54,Pro06,Lemon Crisps,7,9,486,378,108,Low Price,Travis Doyle,Male
2024-02-01,Feb,Michelle,Taylor,Michelle Taylor,Dallas,1998-02-23,27,11-30,Cash,43,Pro04,Cinnamon Swirls,10,14,602,430,172,High Price,Tracy Lee,Male
2024-04-26,Apr,Kevin,Ochoa,Kevin Ochoa,Houston,1973-06-18,52,50-70,Mobile Payment,404,Pro04,Cinnamon Swirls,10,14,5656,4040,1616,High Price,Sara Robertson,Male
2024-04-17,Apr,Alicia,Bush,Alicia Bush,San Jose,2001-11-05,23,11-30,Cash,463,Pro01,Butter Crunch,10,11,5093,4630,463,High Price,Travis Doyle,Male
2024-06-27,Jun,Benjamin,Robinson,Benjamin Robinson,San Jose,1971-05-29,54,50-70,Mobile Payment,274,Pro08,Peanut Butter Bites,5,7,1918,1370,548,Low Price,Joseph Hill,Male
2024-06-08,Jun,Tina,Allen,Tina Allen,Phoenix,2001-10-31,23,11-30,Mobile Payment,355,Pro03,Choco Delight,3,5,1775,1065,710,Low Price,Tracy Lee,Male
2024-04-19,Apr,Marcus,Johnson,Marcus Johnson,Houston,1956-06-09,69,50-70,Debit Card,300,Pro01,Butter Crunch,10,11,3300,3000,300,High Price,Sara Robertson,Male
2024-04-30,Apr,Catherine,Wright,Catherine Wright,San Jose,1952-10-11,72,70above,Cash,357,Pro05,Ginger Snaps,14,28,9996,4998,4998,High Price,Travis Doyle,Male
2024-05-26,May,Monica,Price,Monica Price,San Antonio,1999-05-18,26,11-30,Cash,220,Pro07,Oatmeal Cookies,19,23,5060,4180,880,High Price,Joseph Hill,Male
2024-02-12,Feb,Michael,Smith,Michael Smith,Los Angeles,1972-06-26,53,50-70,Credit Card,240,Pro02,Caramel Biscuits,18,22,5280,4320,960,High Price,Joseph Hill,Male
2024-03-19,Mar,Lisa,Miller,Lisa Miller,Los Angeles,1959-06-07,66,50-70,Credit Card,23,Pro04,Cinnamon Swirls,10,14,322,230,92,High Price,April Watkins,Male
2024-07-04,Jul,Michele,Barr,Michele Barr,Phoenix,1949-05-05,76,70above,Cash,455,Pro04,Cinnamon Swirls,10,14,6370,4550,1820,High Price,Travis Doyle,Male
2024-02-02,Feb,Natalie,Allen,Natalie Allen,Dallas,2005-08-30,20,11-30,Mobile Payment,19,Pro05,Ginger Snaps,14,28,532,266,266,High Price,Tracy Lee,Male
2024-03-15,Mar,Hector,Mcmahon,Hector Mcmahon,Los Angeles,1969-08-06,56,50-70,Debit Card,37,Pro02,Caramel Biscuits,18,22,814,666,148,High Price,Sara Robertson,Male
2024-06-22,Jun,David,Jennings,David Jennings,Dallas,1981-05-04,44,31-50,Cash,229,Pro10,Vanilla Wafers,18,36,8244,4122,4122,High Price,Travis Doyle,Male
2024-04-03,Apr,Julia,Cortez,Julia Cortez,Phoenix,1947-05-31,78,70above,Debit Card,111,Pro10,Vanilla Wafers,18,36,3996,1998,1998,High Price,Joseph Hill,Male
2024-02-09,Feb,Amy,Richardson,Amy Richardson,San Antonio,1987-09-19,37,31-50,Debit Card,79,Pro06,Lemon Crisps,7,9,711,553,158,Low Price,Tracy Lee,Male
2024-05-31,May,Amanda,Jennings,Amanda Jennings,Dallas,2000-03-18,25,11-30,Credit Card,113,Pro03,Choco Delight,3,5,565,339,226,Low Price,Sara Robertson,Male
2024-03-27,Mar,Cole,Carroll,Cole Carroll,Phoenix,1954-01-15,71,70above,Cash,443,Pro05,Ginger Snaps,14,28,12404,6202,6202,High Price,Travis Doyle,Male
2024-04-06,Apr,Larry,Johnson,Larry Johnson,Philadelphia,1971-03-26,54,50-70,Debit Card,134,Pro03,Choco Delight,3,5,670,402,268,Low Price,Joseph Hill,Male
2024-01-16,Jan,William,Hanson,William Hanson,Phoenix,1969-03-13,56,50-70,Mobile Payment,142,Pro08,Peanut Butter Bites,5,7,994,710,284,Low Price,Joseph Hill,Male
2024-02-07,Feb,Emily,Hunt,Emily Hunt,Dallas,1977-11-10,47,31-50,Credit Card,68,Pro05,Ginger Snaps,14,28,1904,952,952,High Price,April Watkins,Male
2024-07-29,Jul,Michelle,Conley,Michelle Conley,Los Angeles,1975-10-08,49,31-50,Credit Card,251,Pro03,Choco Delight,3,5,1255,753,502,Low Price,Travis Doyle,Male
2024-04-24,Apr,Christina,Miller,Christina Miller,Houston,1997-12-12,27,11-30,Mobile Payment,376,Pro10,Vanilla Wafers,18,36,13536,6768,6768,High Price,Tracy Lee,Male
2024-02-17,Feb,Michelle,Walker,Michelle Walker,San Diego,1978-08-06,47,31-50,Credit Card,41,Pro10,Vanilla Wafers,18,36,1476,738,738,High Price,Sara Robertson,Male
2024-03-06,Mar,David,Arellano,David Arellano,Chicago,1995-06-10,30,11-30,Mobile Payment,409,Pro08,Peanut Butter Bites,5,7,2863,2045,818,Low Price,Travis Doyle,Male
2024-07-17,Jul,Joshua,Steele,Joshua Steele,Dallas,1946-06-22,79,70above,Debit Card,476,Pro09,Shortbread,10,45,21420,4760,16660,High Price,Joseph Hill,Male
2024-03-01,Mar,Heather,Estrada,Heather Estrada,Chicago,1991-09-26,33,31-50,Mobile Payment,164,Pro06,Lemon Crisps,7,9,1476,1148,328,Low Price,Tracy Lee,Male
2024-03-22,Mar,Robert,Sanchez,Robert Sanchez,Chicago,1959-02-21,66,50-70,Mobile Payment,214,Pro06,Lemon Crisps,7,9,1926,1498,428,Low Price,Sara Robertson,Male
2024-05-09,May,Allen,Christensen,Allen Christensen,San Diego,1981-04-12,44,31-50,Cash,347,Pro06,Lemon Crisps,7,9,3123,2429,694,Low Price,Travis Doyle,Male
2024-07-11,Jul,Alexander,Moreno,Alexander Moreno,Los Angeles,1983-06-11,42,31-50,Credit Card,244,Pro06,Lemon Crisps,7,9,2196,1708,488,Low Price,Joseph Hill,Male
2024-01-30,Jan,Charles,Mendez,Charles Mendez,New York,1995-11-22,29,11-30,Credit Card,228,Pro04,Cinnamon Swirls,10,14,3192,2280,912,High Price,Joseph Hill,Male
2024-03-31,Mar,Brianna,Mccoy,Brianna Mccoy,San Jose,1973-06-15,52,50-70,Credit Card,80,Pro04,Cinnamon Swirls,10,14,1120,800,320,High Price,April Watkins,Male
2024-06-09,Jun,Allison,Kelly,Allison Kelly,Houston,1982-06-05,43,31-50,Mobile Payment,313,Pro05,Ginger Snaps,14,28,8764,4382,4382,High Price,Travis Doyle,Male
2024-05-03,May,Mary,Copeland,Mary Copeland,Los Angeles,1999-01-16,26,11-30,Credit Card,162,Pro06,Lemon Crisps,7,9,1458,1134,324,Low Price,Tracy Lee,Female
2024-05-17,May,Maria,Black,Maria Black,Los Angeles,1956-07-20,69,50-70,Debit Card,366,Pro08,Peanut Butter Bites,5,7,2562,1830,732,Low Price,Sara Robertson,Female
2024-03-25,Mar,Benjamin,Ramirez,Benjamin Ramirez,Houston,1982-05-23,43,31-50,Credit Card,359,Pro02,Caramel Biscuits,18,22,7898,6462,1436,High Price,Travis Doyle,Male
2024-05-02,May,Julia,Ball,Julia Ball,San Antonio,1963-10-18,61,50-70,Mobile Payment,460,Pro09,Shortbread,10,45,20700,4600,16100,High Price,Joseph Hill,Male
2024-05-10,May,Bradley,Chavez,Bradley Chavez,Dallas,2004-08-14,21,11-30,Mobile Payment,346,Pro05,Ginger Snaps,14,28,9688,4844,4844,High Price,Tracy Lee,Male
2024-07-09,Jul,Jeffrey,Ruiz,Jeffrey Ruiz,Dallas,1980-07-04,45,31-50,Credit Card,209,Pro08,Peanut Butter Bites,5,7,1463,1045,418,Low Price,Sara Robertson,Male
2024-02-24,Feb,Ethan,Quinn,Ethan Quinn,Phoenix,1995-09-07,29,11-30,Mobile Payment,226,Pro09,Shortbread,10,45,10170,2260,7910,High Price,Travis Doyle,Male
2024-05-06,May,Christina,Hamilton,Christina Hamilton,San Antonio,1947-06-30,78,70above,Debit Card,51,Pro06,Lemon Crisps,7,9,459,357,102,Low Price,Joseph Hill,Male
2024-02-07,Feb,Donna,Campos,Donna Campos,Los Angeles,1963-11-04,61,50-70,Credit Card,189,Pro09,Shortbread,10,45,8505,1890,6615,High Price,Joseph Hill,Male
2024-01-30,Jan,Patricia,Petty,Patricia Petty,San Jose,1948-03-03,77,70above,Debit Card,461,Pro03,Choco Delight,3,5,2305,1383,922,Low Price,April Watkins,Male
2024-02-27,Feb,Amber,Kelley,Amber Kelley,Phoenix,1947-06-15,78,70above,Cash,276,Pro02,Caramel Biscuits,18,22,6072,4968,1104,High Price,Travis Doyle,Male
2024-07-27,Jul,Joe,Simon,Joe Simon,Los Angeles,1980-09-28,44,31-50,Mobile Payment,337,Pro09,Shortbread,10,45,15165,3370,11795,High Price,Tracy Lee,Male
2024-04-28,Apr,Nathaniel,Leon,Nathaniel Leon,San Jose,1986-04-18,39,31-50,Mobile Payment,364,Pro05,Ginger Snaps,14,28,10192,5096,5096,High Price,Sara Robertson,Male
2024-02-08,Feb,Sandra,Thornton,Sandra Thornton,San Antonio,1976-03-01,49,31-50,Mobile Payment,112,Pro10,Vanilla Wafers,18,36,4032,2016,2016,High Price,Travis Doyle,Male
2024-04-14,Apr,Howard,Peterson,Howard Peterson,New York,1948-06-23,77,70above,Credit Card,59,Pro10,Vanilla Wafers,18,36,2124,1062,1062,High Price,Joseph Hill,Male
2024-03-10,Mar,Karen,Kelly,Karen Kelly,Chicago,1950-04-21,75,70above,Cash,83,Pro04,Cinnamon Swirls,10,14,1162,830,332,High Price,Tracy Lee,Male
2024-07-15,Jul,Lisa,Barnes,Lisa Barnes,San Jose,1951-10-24,73,70above,Mobile Payment,109,Pro05,Ginger Snaps,14,28,3052,1526,1526,High Price,Sara Robertson,Male
2024-03-06,Mar,Michael,Edwards,Michael Edwards,Chicago,1989-03-24,36,31-50,Cash,22,Pro03,Choco Delight,3,5,110,66,44,Low Price,Travis Doyle,Male
2024-04-15,Apr,Michael,Taylor,Michael Taylor,San Jose,1977-05-02,48,31-50,Cash,222,Pro04,Cinnamon Swirls,10,14,3108,2220,888,High Price,Joseph Hill,Male
2024-01-20,Jan,Margaret,Butler,Margaret Butler,Los Angeles,1988-12-22,36,31-50,Credit Card,381,Pro08,Peanut Butter Bites,5,7,2667,1905,762,Low Price,Joseph Hill,Female
2024-05-08,May,Oscar,Lopez,Oscar Lopez,Houston,1947-08-20,78,70above,Credit Card,268,Pro03,Choco Delight,3,5,1340,804,536,Low Price,April Watkins,Male
2024-07-20,Jul,Michael,Reed,Michael Reed,San Jose,2005-03-02,20,11-30,Cash,285,Pro04,Cinnamon Swirls,10,14,3990,2850,1140,High Price,Travis Doyle,Male
2024-03-01,Mar,Terri,Jones,Terri Jones,Philadelphia,2000-03-29,25,11-30,Mobile Payment,450,Pro01,Butter Crunch,10,11,4950,4500,450,High Price,Tracy Lee,Male
2024-01-23,Jan,Fernando,Fields,Fernando Fields,Los Angeles,1944-09-21,80,70above,Mobile Payment,447,Pro01,Butter Crunch,10,11,4917,4470,447,High Price,Sara Robertson,Male
2024-06-04,Jun,Stephen,Mcdonald,Stephen Mcdonald,Chicago,1996-12-11,28,11-30,Credit Card,78,Pro09,Shortbread,10,45,3510,780,2730,High Price,Travis Doyle,Male
2024-02-13,Feb,Raymond,Carter,Raymond Carter,Dallas,1979-01-11,46,31-50,Mobile Payment,188,Pro10,Vanilla Wafers,18,36,6768,3384,3384,High Price,Joseph Hill,Male
2024-07-27,Jul,Julie,Ross,Julie Ross,Phoenix,1964-03-11,61,50-70,Debit Card,85,Pro07,Oatmeal Cookies,19,23,1955,1615,340,High Price,Tracy Lee,Male
2024-07-25,Jul,James,Steele,James Steele,San Antonio,1950-12-24,74,70above,Debit Card,464,Pro07,Oatmeal Cookies,19,23,10672,8816,1856,High Price,Sara Robertson,Male
2024-07-11,Jul,Misty,Hanson,Misty Hanson,Philadelphia,1996-12-16,28,11-30,Cash,199,Pro08,Peanut Butter Bites,5,7,1393,995,398,Low Price,Travis Doyle,Male
2024-05-12,May,Terri,Mitchell,Terri Mitchell,San Jose,1981-10-11,43,31-50,Debit Card,196,Pro01,Butter Crunch,10,11,2156,1960,196,High Price,Joseph Hill,Male
2024-06-09,Jun,Timothy,Horne,Timothy Horne,New York,1997-06-12,28,11-30,Mobile Payment,463,Pro06,Lemon Crisps,7,9,4167,3241,926,Low Price,Joseph Hill,Male
2024-01-11,Jan,Anna,Hernandez,Anna Hernandez,San Diego,1955-09-22,69,50-70,Debit Card,177,Pro10,Vanilla Wafers,18,36,6372,3186,3186,High Price,April Watkins,Male
2024-07-25,Jul,Amber,Garcia,Amber Garcia,Los Angeles,2004-07-28,21,11-30,Debit Card,457,Pro07,Oatmeal Cookies,19,23,10511,8683,1828,High Price,Travis Doyle,Male
2024-03-19,Mar,Michelle,Morton,Michelle Morton,San Jose,1972-12-25,52,50-70,Credit Card,160,Pro01,Butter Crunch,10,11,1760,1600,160,High Price,Tracy Lee,Male
2024-01-28,Jan,Steven,Miller,Steven Miller,San Jose,1973-08-10,52,50-70,Cash,81,Pro02,Caramel Biscuits,18,22,1782,1458,324,High Price,Sara Robertson,Male
2024-02-01,Feb,Bradley,Nolan,Bradley Nolan,San Diego,1977-07-04,48,31-50,Cash,120,Pro03,Choco Delight,3,5,600,360,240,Low Price,Travis Doyle,Male
2024-04-07,Apr,Amy,Jones,Amy Jones,San Jose,1950-04-13,75,70above,Debit Card,342,Pro03,Choco Delight,3,5,1710,1026,684,Low Price,Joseph Hill,Male
